time,soil1,soil2,soil3,temp,humi,PH,sun,section1,section2,section3
2017-06-18-09,470,501,405,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-18-10,470,501,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-18-11,470,501,404,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-18-12,471,502,404,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-18-13,468,498,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-18-14,469,500,404,21,20,9.73,1,Rosemary,Lavender,Peppers
2017-06-18-15,469,499,404,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-18-16,471,502,405,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-18-17,470,502,404,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-18-18,471,501,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-18-19,471,502,405,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-18-20,471,502,405,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-18-21,471,502,405,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-18-22,471,502,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-18-23,471,503,404,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-18-24,470,501,403,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-19-01,470,500,403,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-19-02,472,504,404,20,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-19-03,472,503,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-19-04,471,503,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-05,472,503,404,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-19-06,472,502,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-07,472,502,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-08,473,503,404,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-09,473,503,404,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-10,473,503,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-11,473,503,404,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-12,472,503,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-13,473,503,404,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-19-14,473,503,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-15,473,504,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-19-16,473,504,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-17,470,500,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-19-18,473,501,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-19-19,473,501,402,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-19-20,473,502,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-19-21,475,505,404,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-19-22,475,504,403,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-19-23,474,504,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-19-24,474,503,403,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-01,474,504,404,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-02,474,504,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-20-03,472,501,401,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-04,473,502,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-20-05,473,502,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-20-06,473,502,402,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-20-07,473,503,403,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-20-08,474,505,404,20,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-20-09,475,504,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-20-10,475,504,403,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-20-11,475,504,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-20-12,476,504,404,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-13,476,504,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-14,476,504,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-20-15,476,505,404,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-16,476,505,404,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-20-17,474,502,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-18,476,503,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-20-19,475,503,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-20-20,475,503,403,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-20-21,475,503,404,20,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-20-22,477,505,404,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-20-23,477,505,404,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-20-24,477,505,404,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-21-01,477,505,404,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-02,477,504,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-21-03,474,502,402,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-04,475,503,402,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-21-05,476,503,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-06,476,503,403,21,20,9.75,1,Rosemary,Lavender,Peppers
2017-06-21-07,475,501,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-21-08,476,503,403,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-21-09,475,503,403,20,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-21-10,478,505,404,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-21-11,477,505,404,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-21-12,477,504,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-21-13,477,504,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-14,477,504,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-21-15,477,505,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-16,476,503,403,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-21-17,477,504,404,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-21-18,479,506,404,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-21-19,478,505,403,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-21-20,477,504,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-21-21,478,505,404,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-22,478,504,403,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-21-23,478,504,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-21-24,476,503,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-22-01,478,505,402,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-22-02,476,503,402,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-22-03,477,503,402,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-22-04,477,504,402,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-22-05,478,504,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-22-06,478,506,404,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-22-07,479,506,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-22-08,479,505,403,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-22-09,478,505,403,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-22-10,478,505,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-22-11,479,505,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-22-12,475,503,401,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-22-13,478,504,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-22-14,478,503,402,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-22-15,477,504,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-22-16,480,506,404,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-22-17,480,506,404,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-22-18,480,506,404,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-22-19,479,505,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-22-20,479,506,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-22-21,480,506,404,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-22-22,479,505,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-22-23,477,504,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-22-24,479,505,403,21,20,9.75,1,Rosemary,Lavender,Peppers
2017-06-23-01,478,505,403,20,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-23-02,478,504,402,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-23-03,481,507,404,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-23-04,480,507,404,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-23-05,480,507,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-23-06,480,505,404,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-23-07,480,507,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-23-08,480,507,404,21,20,9.81,1,Rosemary,Lavender,Peppers
2017-06-23-09,480,506,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-23-10,481,506,404,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-23-11,480,506,404,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-23-12,480,506,404,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-23-13,480,506,404,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-23-14,481,506,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-23-15,479,506,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-23-16,479,506,404,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-23-17,479,505,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-23-18,478,504,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-23-19,480,507,404,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-23-20,479,505,403,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-23-21,481,507,404,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-23-22,479,505,402,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-23-23,481,507,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-23-24,481,507,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-24-01,481,507,404,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-24-02,480,507,403,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-24-03,481,507,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-24-04,481,507,404,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-24-05,480,507,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-24-06,481,506,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-24-07,479,503,401,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-24-08,481,505,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-24-09,480,506,401,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-24-10,480,506,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-24-11,480,506,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-24-12,480,508,403,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-24-13,483,508,404,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-24-14,482,507,403,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-24-15,482,507,403,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-24-16,482,507,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-24-17,482,507,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-24-18,482,508,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-24-19,481,506,402,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-24-20,480,505,401,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-24-21,481,506,403,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-24-22,483,508,404,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-24-23,483,508,404,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-24-24,482,508,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-01,482,508,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-25-02,483,508,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-03,483,508,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-25-04,482,508,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-05,482,505,401,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-25-06,481,505,401,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-25-07,482,507,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-08,482,506,401,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-25-09,482,507,402,20,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-25-10,484,510,404,20,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-25-11,483,508,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-12,483,508,403,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-25-13,483,508,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-25-14,482,507,402,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-25-15,484,510,403,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-25-16,483,508,402,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-25-17,484,509,403,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-25-18,483,509,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-19,484,509,403,19,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-25-20,484,508,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-25-21,484,509,402,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-25-22,482,504,400,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-25-23,482,507,401,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-25-24,482,506,401,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-26-01,485,509,402,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-26-02,484,509,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-03,484,509,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-04,484,508,402,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-26-05,484,508,402,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-26-06,484,509,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-26-07,485,509,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-08,485,509,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-09,485,508,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-10,484,509,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-11,484,509,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-12,484,509,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-13,485,509,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-14,485,509,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-15,483,507,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-16,484,508,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-26-17,483,507,401,20,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-26-18,484,507,401,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-26-19,484,507,400,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-26-20,486,510,403,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-26-21,485,509,402,19,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-22,485,509,402,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-26-23,485,509,402,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-26-24,485,509,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-01,485,509,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-27-02,484,509,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-03,485,509,401,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-27-04,483,507,400,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-05,485,509,402,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-27-06,484,508,403,21,20,9.74,1,Rosemary,Lavender,Peppers
2017-06-27-07,486,510,402,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-27-08,486,510,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-09,486,509,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-27-10,486,509,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-11,485,509,402,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-27-12,486,509,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-13,483,506,400,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-27-14,486,507,402,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-27-15,485,508,402,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-16,485,508,403,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-27-17,487,511,403,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-27-18,486,509,402,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-27-19,486,510,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-20,487,510,403,20,19,9.81,1,Rosemary,Lavender,Peppers
2017-06-27-21,487,510,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-27-22,487,510,403,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-27-23,487,509,402,20,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-27-24,487,510,403,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-28-01,483,510,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-28-02,488,509,401,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-28-03,485,508,402,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-28-04,487,508,402,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-28-05,486,508,403,21,20,9.75,1,Rosemary,Lavender,Peppers
2017-06-28-06,489,510,403,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-28-07,486,507,403,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-28-08,488,510,404,19,19,9.75,1,Rosemary,Lavender,Peppers
2017-06-28-09,488,510,404,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-28-10,488,509,403,19,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-28-11,488,510,403,21,20,9.79,1,Rosemary,Lavender,Peppers
2017-06-28-12,487,509,403,21,20,9.78,1,Rosemary,Lavender,Peppers
2017-06-28-13,488,510,402,20,19,9.79,1,Rosemary,Lavender,Peppers
2017-06-28-14,488,509,403,20,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-28-15,489,509,403,21,20,9.8,1,Rosemary,Lavender,Peppers
2017-06-28-16,485,507,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-28-17,486,507,401,20,19,9.8,1,Rosemary,Lavender,Peppers
2017-06-28-18,486,507,402,21,20,9.77,1,Rosemary,Lavender,Peppers
2017-06-28-19,487,507,402,21,20,9.76,1,Rosemary,Lavender,Peppers
2017-06-28-20,489,510,404,19,19,9.74,1,Rosemary,Lavender,Peppers
2017-06-28-21,489,510,404,19,19,9.76,1,Rosemary,Lavender,Peppers
2017-06-28-22,488,509,403,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-28-23,489,510,404,19,19,9.77,1,Rosemary,Lavender,Peppers
2017-06-28-24,488,510,404,19,19,9.78,1,Rosemary,Lavender,Peppers
2017-06-29-01,488,510,404,19,19,9.8,1,Rosemary,Lavender,Peppers
